nom,activites,adresse,code_postal,ville,departement,telephone_1,telephone_2,has_email_form,site_web,horaires,moyens_paiement,prestations,produits,zone_intervention,description,siren,siret,code_naf,date_creation,effectif,type_etablissement,note_pj,nb_avis_pj,url_pagesjaunes,date_extraction
JFA,Plombiers,La Saline 25 rue Relais La Saline 97422 Saint Paul,97422,Saint Paul,974,0692930380,0338149222,non,,,,,,,,451908644,45190864400029,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/55133724,2026-01-25
ATS Plomberie,Plombiers,10 Bis chemin Ringuin 97410 Saint Pierre,97410,Saint Pierre,974,0692639147,0338149222,non,,,,,,,,,,,,,,5,,https://www.pagesjaunes.fr/pros/53865518,2026-01-25
Avenir Fluides,Plombiers,Ravine des Cabris 69 ancienne route Nationale 3 97432 Saint Pierre,97432,Saint Pierre,974,0262015484,0693852169,oui,,,,,,,,881197479,88119747900010,4322A,31 janvier 2020,6 à 9 salariés,Siège,,,https://www.pagesjaunes.fr/pros/54173989,2026-01-25
A.S.Services,Plombiers,100 rue Roulof 97440 Saint André,97440,Saint André,974,0692681151,0692681709,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/52836105,2026-01-25
Entreprise Clément,Plombiers,la Plaine des Cafres 2 Bis impasse Campanules la Plaine des Cafres 97418 Le Tampon,97418,Le Tampon,974,0692243486,0338149222,non,,Lundi: 07h00 - 18h00 | Mardi: 07h00 - 18h00 | Mercredi: 07h00 - 18h00 | Jeudi: 07h00 - 18h00 | Vendredi: 07h00 - 18h00 | Samedi: 07h00 - 18h00 | Dimanche: Fermé,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/54174317,2026-01-25
Plomberie Sanit Ventilation Reunion,Plombiers,Ste Clotilde 8 rue Bois de Merle 97490 Saint Denis,97490,Saint Denis,974,0262469527,0338149222,non,,Lundi: 08h00 - 12h00 / 13h00 - 15h30 | Mardi: 08h00 - 12h00 / 13h00 - 15h30 | Mercredi: 08h00 - 12h00 / 13h00 - 15h30 | Jeudi: 08h00 - 12h00 / 13h00 - 15h30 | Vendredi: 08h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,Photo de ASCBR,installateur de cabine de douche | réparation de chauffe-eau | détection de fuite d'eau | rénovation de sanitaire | entretien de chauffe-eau | réparation d'émail de sanitaire | plomberie industrielle | changement de chauffe-eau | inspection vidéo de canalisation | rénovation de salle de bain | installation de sanitaire | plomberie de salle de bain | entretien de chauffe-eau à gaz,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/55720892,2026-01-25
AB Nord Plomberie,Plombiers,38 chemin Corbeille d'Or 97430 Le Tampon,97430,Le Tampon,974,0262715757,0692038510,non,,,,,,,,841401227,84140122700019,4322A,1 août 2018,6 à 9 salariés,Siège,5,,https://www.pagesjaunes.fr/pros/55612977,2026-01-25
Jean Igouf,Plombiers,26 rue Raymond Bègue Ravine des Cabris 97432 Saint Pierre,97432,Saint Pierre,974,0692425960,0693852169,oui,,,,,,,,405187964,40518796400029,4322A,6 mai 1996,,Siège,,,https://www.pagesjaunes.fr/pros/57681060,2026-01-25
P.E.B.,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
S.Eaux.S Plomberie De La Saline,Plombiers,1 allée Frangipaniers 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0692697892,0338149222,oui,,,,,,,,423045012,42304501200014,4322A,15 mai 1999,0 salarié,Siège,1,,https://www.pagesjaunes.fr/pros/08282863,2026-01-25
Alain Ricaud,Plombiers,2 rue Motais de Narbonne 97430 Le Tampon,97430,Le Tampon,974,0692761539,0692038510,non,,,,,,,,432201853,43220185300020,4322A,4 juillet 2000,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/08472518,2026-01-25
Plomberie Réunion Bâtiment,Plombiers,82 rue Elisa 97438 Sainte Marie,97438,Sainte Marie,974,0693016371,0692766640,non,,,,,,,,410723787,41072378700017,4322A,1 février 1997,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/08480776,2026-01-25
Renovcanalisation Ocean Indien SAS,Plombiers,4 rue Mazagran 97400 Saint Denis,97400,Saint Denis,974,0693400588,0693498535,non,,,Photo de ASCBR,entretien de canalisation | pose de canalisation,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/56577420,2026-01-25
Fontaine Solution Plomberie,Plombiers | Énergies renouvelables,25 Bis chemin Joseph Bedier 97410 Saint Pierre,97410,Saint Pierre,974,0693852169,0692939472,non,,,,,,,,903428936,90342893600012,4322A,27 septembre 2021,,Siège,,,https://www.pagesjaunes.fr/pros/61624230,2026-01-25
Nicolas Damour,Plombiers,LA CRESSONNIERE 15 résidence Shlmr Les Flamboyants 97440 Saint André,97440,Saint André,974,0692751559,0338149222,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/61430302,2026-01-25
Dépann'Contact,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
Atelier du Plombier O.I,Plombiers,8 rue St Vincent de Paul 97400 Saint Denis,97400,Saint Denis,974,0262461909,0692363756,non,,,Photo de ASCBR,,,,,523739647,52373964700023,4322A,19 juillet 2010,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/54053889,2026-01-25
Ferraro Plomberie,Plombiers,Ste Clotilde 16 rue Deux Canons 97490 Saint Denis,97490,Saint Denis,974,0692092409,0338149222,non,,,Photo de ASCBR,,,,,505142349,50514234900016,4322A,7 juillet 2008,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/51393613,2026-01-25
PSR,Plombiers,820 rue Cambuston 97440 Saint André,97440,Saint André,974,0262126037,0692681709,non,,,,,,,,789185170,78918517000030,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/54293224,2026-01-25
Michèle Jullien,Plombiers,7 A impasse Lilas 97429 Petite Ile,97429,Petite Ile,974,0262311898,0338149222,non,,Lundi: 07h00 - 12h00 / 13h30 - 16h00 | Mardi: 07h00 - 12h00 / 13h30 - 16h00 | Mercredi: 07h00 - 12h00 / 13h30 - 16h00 | Jeudi: 07h00 - 12h00 / 13h30 - 16h00 | Vendredi: 07h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,428778096,42877809600027,4322A,1 janvier 2000,10 à 19 salariés,Siège,3,,https://www.pagesjaunes.fr/pros/08383196,2026-01-25
IPS Installateur Plomberie Sanitaire,Plombiers,la Rivière 13 rue Julius Emma la Rivière 97421 Saint Louis,97421,Saint Louis,974,0692241231,0693637095,oui,,,,,,,,792612541,79261254100013,4322A,19 avril 2013,3 à 5 salariés,Siège,,,https://www.pagesjaunes.fr/pros/54616431,2026-01-25
Hydro Plomberies,Plombiers,Ravine des Cabris 164 chemin Boeuf Ravine des Cabris 97432 Saint Pierre,97432,Saint Pierre,974,0692202765,0693852169,non,,Lundi: 07h00 - 12h00 / 13h00 - 16h00 | Mardi: 07h00 - 12h00 / 13h00 - 16h00 | Mercredi: 07h00 - 12h00 / 13h00 - 16h00 | Jeudi: 07h00 - 12h00 / 13h00 - 16h00 | Vendredi: 07h00 - 12h00 / 13h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,,,,,,,1,,https://www.pagesjaunes.fr/pros/09486882,2026-01-25
APMS,Plombiers,la Rivière 122 A route Hubert Delisle 97450 Saint Louis,97450,Saint Louis,974,0693471363,0338149222,oui,,,,,,,,834509085,83450908500017,4322A,10 janvier 2018,,Siège,5,,https://www.pagesjaunes.fr/pros/57846162,2026-01-25
Plomberie de Bourbon,Plombiers,149 rue Hubert Delisle la Rivière 97421 Saint Louis,97421,Saint Louis,974,0338149222,0693637095,non,,,,,,,,507648350,50764835000019,4322A,12 août 2008,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/53302220,2026-01-25
VBM,Plombiers,15 ruelle Bras Songe 97440 Saint André,97440,Saint André,974,0692012828,0338149222,non,,,,,,,,793976481,79397648100010,4322A,27 mai 2013,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/54871243,2026-01-25
Noel Jimmy,Plombiers,la Plaine des Cafres 19 Ter impasse Théophane Bègue la Plaine des Cafres 97418 Le Tampon,97418,Le Tampon,974,0692051688,0692038510,non,,,,,,,,830300331,83030033100014,4322A,15 juin 2017,,Siège,5,,https://www.pagesjaunes.fr/pros/61355167,2026-01-25
P.M.J,Plombiers | Entreprises de bâtiment,1108 route Salazie 97440 Saint André,97440,Saint André,974,0262537725,0692681709,non,,,,installation de sanitaire,,,,487837403,48783740300020,4322A,,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/12019412,2026-01-25
Dlr Plomberie,Plombiers,21 rue Cimetière 97400 Saint Denis,97400,Saint Denis,974,0692394985,0692853826,non,,,Photo de ASCBR,détection de fuite d'eau | plomberie de salle de bain | installation de sanitaire | rénovation de salle de bain | rénovation de sanitaire,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/55512655,2026-01-25
Yves Cumbo,Plombiers,Le Piton St Leu 2 chemin Boussole 97424 Saint Leu,97424,Saint Leu,974,0692947311,0338149222,non,,,,,,,,512993684,51299368400012,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/51864417,2026-01-25
Services Dépannage Plomberie,Plombiers,bât B 22 A Ste Clotilde 22 avenue Stanislas Gimart Ste Clotilde 97490 Saint Denis,97490,Saint Denis,974,0262284684,0693498535,non,,,Photo de ASCBR,,,,,793389503,79338950300020,4322A,7 mai 2013,,Siège,,,https://www.pagesjaunes.fr/pros/63199308,2026-01-25
AMB Plombier Robinetier,Plombiers,61 Quinquies chemin Mnemonide 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0350300000,0692245500,oui,,,,,,,,520780032,52078003200022,4322A,5 mars 2010,,Siège,,,https://www.pagesjaunes.fr/pros/56032299,2026-01-25
PSOI,Plombiers,Entree Logement 2 4 impasse Armand Darthes 97433 Salazie,97433,Salazie,974,0692824236,0338149222,oui,,,,,,,,920513041,92051304100011,4322A,18 octobre 2022,,Siège,,,https://www.pagesjaunes.fr/pros/63764607,2026-01-25
