nom,adresse,telephone,site_web,note,nb_avis,categorie,horaires,ville_recherche,date_extraction,source
Plombier Purenov,"Adresse: 136 Rue Albert Frejaville, Le Tampon 97430, La Réunion",+262693527615,https://plombier-le-tampon-purenov.my.canva.site/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:40:39.841926,google_maps
PLOMBERIE DEPANNAGE JMP EI,,+262692329867,http://www.plomberie-depannage-jmp.fr/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:40:43.502544,google_maps
MAB ALUMINIUM,"Adresse: 36 Rue des Lianes d’or TAMPON, 97430, La Réunion",+262692476014,https://plomberie-sg.com/,4.8,164,Plombier,Fermé · Ouvre à 07:00·Voir plus d'horaires,"Le Tampon, La Réunion",2026-01-25T17:40:48.752806,google_maps
Osmose plomberie et climatisation,,+262693918046,http://osmoseplomberie.com/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:40:54.330707,google_maps
Matt plomberie multi services,,+262693310585,,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:40:56.419691,google_maps
PAYET MULTI SERVICES REUNION,"Adresse: 151 A Chemin Philidor Techer, Le Tampon 97418, La Réunion",+262692666416,https://www.pmsr974.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:40:59.564150,google_maps
RGS PRO SERVICE,"Adresse: 5 Imp. Gaston Doumergue, Le Tampon 97430, La Réunion",+262262273353,https://rgs.re/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:41:04.945826,google_maps
W Plomberie & Pompes de Relevage,"Adresse: 15 Chem. du Portail, Le Tampon 97430, La Réunion",+262692971970,https://business.google.com/v/w-plomberie/0908982692664659979/0b3e/_?caid=20434053725&agid=154974222369&gclid=EAIaIQobChMI_bqGq_b0gAMVow8GAB2_1gMXEAAYASAAEgJoWfD_BwE,4.8,164,Service d'assainissement,,"Le Tampon, La Réunion",2026-01-25T17:41:09.171650,google_maps
BT Plomberie 974,,+262262715757,,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:41:12.321157,google_maps
SARL EPSC,"Adresse: 56, Rue Mondon ZA Trois Mares, Le Tampon 97430, La Réunion",+262262599036,,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:41:15.366648,google_maps
Marti Plomberie,,+262692357984,https://marti-plomberie.re/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:42:18.420260,google_maps
desvaux plomberie,"Adresse: 386 Rue Dumesgnil D'Engente, Saint-André 97440, La Réunion",+262693548099,,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:42:26.647539,google_maps
O’zone plomberie,"Adresse: 34 Impasse des cannes, Saint-Joseph 97480, La Réunion",+262693931888,https://m.facebook.com/pg/Ozone-plomberie-1881582298725154/reviews/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:42:32.994306,google_maps
Terry Jacquet,"Adresse: 63 Bis Chem. Boussole, Saint-Leu 97424, La Réunion",+262693770908,https://www.avenirplomberie974.fr/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:42:35.515912,google_maps
Tethys Plomberie,,+262693852169,https://tethysplomberie.re/,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:42:46.894849,google_maps
sarl Plomberie Pei,"Adresse: 54 Chem. du Maniron, L'Étang-Salé 97427, La Réunion",+262693832918,,4.8,164,Plombier,,"Le Tampon, La Réunion",2026-01-25T17:43:04.871632,google_maps
PSR plomberie,"Adresse: Rue de Cambuston, Saint-André 97440, La Réunion",+262692553031,,3.7,3,Plombier,,"Saint-André, La Réunion",2026-01-25T17:44:53.485607,google_maps
Plumbing&Electricity Services 974,,+262693507039,https://plumbingelectricityservices974.my.canva.site/,3.7,3,Électricien,,"Saint-André, La Réunion",2026-01-25T17:44:56.131479,google_maps
AR BTP EI,"Adresse: 2718 Chem. Lefaguyes, Saint-André 97440, La Réunion",+262692385067,https://arbtp.re/,3.7,3,Électricien,,"Saint-André, La Réunion",2026-01-25T17:45:11.182856,google_maps
Entreprise BARDEUR,"Adresse: 171 Rue des Sensitives, la Cressonniere 97440, La Réunion",+262692685341,,3.7,3,Plombier,,"Saint-André, La Réunion",2026-01-25T17:45:13.747537,google_maps
W Plomberie Solaire,"Adresse: 24a chemin des oiseaux blancs, Sainte-Suzanne 97441, La Réunion",+262692971970,,3.7,3,Plombier,,"Saint-André, La Réunion",2026-01-25T17:45:16.769065,google_maps
JOHAN MULTI SERVICE,"Adresse: 1034 Chem. Valentin, Saint-André 97440, La Réunion",0974396452,https://www.welinkbuilders.fr/plombier/menuisier/macon/carreleur/electricien/peintre/platrier/installateur-sanitaire/constructeur-maison-individuelle/plaquiste/nettoyeur/97440-saint-andre-reunion/johan-multi-service-970,3.7,3,Plombier,,"Saint-André, La Réunion",2026-01-25T17:45:22.108406,google_maps
Dépannage plomberie 974,"Adresse: 5 avenue des Maldives, Lotissement Gilbert Delgard, 97450, La Réunion",+262693844484,,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:46:58.591864,google_maps
Raphaël Plomberie 974,"Adresse: 93bis, Saint-Louis 97421, La Réunion",+262692805761,,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:00.839387,google_maps
Fluides plomberie service,,+262692688953,https://fps.re/,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:02.744054,google_maps
ATOMIK PLOMBERIE,,+262692231224,,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:09.051818,google_maps
PMS,"Adresse: 1e Chem. du Bass., Saint-Louis 97421, La Réunion",+262693703358,http://pms-49.webself.net/,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:11.992410,google_maps
Solution BTP 974 - Expert en Recherche de Fuite d'Eau à La Réunion,"Adresse: 4 Avenue du Pere Rene Payet, Saint-Louis 97450, La Réunion",+262693637095,https://www.fuite-detection.fr/,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:17.558911,google_maps
AJN plomberie,,+262692452715,https://carte.adamkom.store/card/ajn/plomberie,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:22.536664,google_maps
LC PLOMBERIE,,+262693039227,,5.0,4,Plombier,,"Saint-Louis, La Réunion",2026-01-25T17:47:25.608861,google_maps
P2S,"Adresse: 19 Rue Charles Darwin, Le Port 97420, La Réunion",+262262242092,,3.7,3,Magasin de matériel de plomberie,,"Le Port, La Réunion",2026-01-25T17:49:08.784665,google_maps
PROMO-FLEX,"Adresse: 39 Rue Auguste Lacaussade, Le Port 97420, La Réunion",+262262242092,,3.7,3,Fournisseur d'équipement hydraulique,,"Le Port, La Réunion",2026-01-25T17:49:23.548565,google_maps
Batiprod Travaux Généraux La Reunion,"Adresse: Atelier 05, 86 Rue des Cryptomerias, Saint-Benoît 97470, La Réunion",+262262216289,,5.0,49,Travaux généraux,,"Saint-Benoît, La Réunion",2026-01-25T17:51:15.325518,google_maps
Renov & Moi - La Réunion 974,"Adresse: Apprt. 33, Résidence Saint-Hubert, 92 Rue Montfleury, Saint-Benoît 97470, La Réunion",+262692110417,https://renovetmoi.re/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,5.0,49,Société de travaux publics,,"Saint-Benoît, La Réunion",2026-01-25T17:51:22.322406,google_maps
Avenir Fluides,,+262262015484,,5.0,49,Plombier,,"Saint-Benoît, La Réunion",2026-01-25T17:51:36.505872,google_maps
Ravate Pro | Saint-Benoît,"Adresse: Parc d'Activités des Plaines, 70 Rue des Cryptomerias, Saint-Benoît 97470, La Réunion",+262262424949,http://www.ravatepro.fr/,5.0,49,Fournisseur de matériaux de construction,,"Saint-Benoît, La Réunion",2026-01-25T17:51:39.090903,google_maps
E.I.CLEMENCEAU MULTISERCVICES,"Adresse: 30 bis Chem. Jacquemin, Saint-Benoît 97437, La Réunion",+262692618886,https://www.facebook.com/107254791148605/photos/a.110535650820519/238884881318928/,5.0,49,Artisanat,,"Saint-Benoît, La Réunion",2026-01-25T17:51:49.341977,google_maps
Réno Habitat,"Adresse: 23 Lot. Champacks, Saint-Benoît 97470, La Réunion",+262692593999,https://www.renovation-construction-maison-974.fr/,5.0,49,Entreprise de construction,,"Saint-Benoît, La Réunion",2026-01-25T17:51:54.241949,google_maps
